id,title,Rating,maincateg,platform,actprice1,norating1,noreviews1,star_5f,star_4f,star_3f,star_2f,star_1f,fulfilled1
4380,Jutis For Men  (Black),3.9,Men,Flipkart,599,14,1,7,3,2,0,2,0
17154,"Latest Ladies Sports Running Shoes,Super Soft and comfortable Sneakers Running Shoes For Women Walking Shoes For Women  (Pink, White)",4.4,Women,Flipkart,999,115,14,76,24,6,2,6,0
12305,"SM-241 Running Shoes For Men  (Navy, White)",4.1,Men,Flipkart,1449,7769,1183,4157,1809,839,312,652,1
10217,Women/Girls Perfect Stylish Light Weight Trendy Fashionable and Comfortable Sneakers and Running Shoes with Attractive Party wear Design and Casual Lace Up look Running Shoes For Women  (Black),4.3,Women,Flipkart,999,83,19,47,23,8,1,4,1
15029,Comfortable&Durable Walking Shoes For Women  (Grey),3.9,Women,Flipkart,999,51,6,24,11,9,0,7,1
18588,Jutis For Men  (Gold),3.8,Men,Flipkart,499,29,3,,7,5,1,,0
15108,Slippers,4.3,Women,Flipkart,1199,58,6,36,14,1,3,4,1
4398,ISLAY FLIP LP Flip Flops,4,Men,Flipkart,1399,623,73,317,143,62,37,64,1
20298,Bellies For Women  (Red),3.9,Women,Flipkart,1299,312,34,161,51,38,24,38,0
8637,Synthetic Leather Casual Partywear New Design Stylish Sneakers Shoes For Womens And Girls Sneakers For Women  (White),3.9,Women,Flipkart,1699,28,3,13,4,6,2,2,1
7803,Embellished Party Wear Bellies For Women  (Blue),4,Women,Flipkart,899,1769,267,823,458,245,88,155,1
2234,Synthetic Leather Casual PartyWear Boots For Girls Boots For Women  (Tan),4.1,Women,Flipkart,1399,1958,308,1032,447,237,87,151,1
18852,Sparx Men SM-322 Casual Shoes,4.1,Men,Amazon,1199,687,357,6,5,10,29,50,1
4917,Women Pink Wedges Sandal,4.2,Women,Flipkart,1249,2660,456,1478,626,296,105,155,0
17300,Men Blue Clogs Sandal,3.8,Men,Flipkart,999,3419,359,1526,741,488,246,418,1
6672,Mojaris For Men  (Maroon),3.4,Men,Flipkart,699,8,1,4,0,1,1,2,0
4035,Women Beige Wedges Sandal,4,Women,Flipkart,999,14,2,7,3,2,1,1,1
906,1402 Slip On For Men  (Brown),,Men,Flipkart,2628,10,1,7,3,2,3,,0
10733,Fashionable sneaker shoes for men Sneakers For Men  (White),3.8,Men,Flipkart,2999,211,25,109,36,19,16,31,1
18020,NAGRA Party Wear For Men  (Black),3.8,Men,Flipkart,1699,42,6,16,12,8,1,5,0
9656,Slides,4.3,Men,Flipkart,1499,32,3,18,10,1,0,3,1
16982,MCW-145 Running Shoes For Men  (Multicolor),3.8,Men,Flipkart,1299,17201,2435,7829,3136,2657,1354,2225,1
16418,Women Black Heels Sandal,3.8,Women,Flipkart,999,574,103,279,93,84,33,83,1
7305,casual stylish party wear Boots For Women<U+FFFD> Boots For Women  (Brown),4.5,Women,Flipkart,1199,25,8,15,8,2,0,0,0
14375,100% Pure Leather Police Shoes For Men  (Black),4,Men,Flipkart,2295,125,27,62,29,19,6,9,0
19926,Zod Runner V3 IDP Running Shoes For Men  (White),4.1,Men,Flipkart,3999,27353,3083,14957,6256,2675,1180,2285,1
1192,Women Pink Wedges Sandal,4.3,Women,Flipkart,1099,156,22,91,41,14,8,6,0
4373,Acupressure Product Spring Acupressure & Magnetic Therapy Yoga Paduka Slippers For Full Body Blood Circulation Slides,3.5,Women,Flipkart,1299,240,38,96,36,50,23,40,1
20095,Fashion Outdoor Canvas Casual Light Weight Partywear Sneakers Shoes For Men's And Boys Sneakers Casuals For Men  (White),4,Men,Flipkart,1199,3822,617,1949,776,504,218,375,1
17288,DENTON Outdoors For Men  (Blue),4.1,Men,Flipkart,2499,216,28,99,76,23,7,11,1
19227,Alley Walk Women's Fashion Comfortable Slip-on Chain Decorated Loafers Bellies Low Heels Almond Toe Casual Daily Mule Sandals,,Women,Amazon,349,33,19,4,0,10,19,67,0
12811,"Running Shoes Running Shoes For Men  (Black, White)",3.8,Men,Flipkart,999,1457,174,737,193,186,109,232,0
11345,Sneakers For Men  (Navy),4,Men,Flipkart,2099,6097,932,3041,1520,701,278,557,1
8577,Corporate Casuals For Men  (Black),4,Men,Flipkart,999,2224,330,1201,423,254,129,217,1
13321,EMERGO RUNNER LP Running Shoes For Men  (Black),4.3,Men,Flipkart,2999,6742,958,3902,1770,567,204,299,1
9861,Laces Jutis For Women Bellies For Women  (Yellow),4,Women,Flipkart,699,110,10,59,16,16,13,6,0
738,"Sneakers For Men  (Yellow, White)",4.1,Men,Flipkart,1105,214,41,112,20,22,39,21,1
11672,Teebon M Running Shoes For Men  (Grey),4.1,Men,Flipkart,4299,360,46,192,78,42,17,31,1
19516,Casuals For Women  (Grey),4,Women,Flipkart,999,52,10,25,15,5,1,6,0
12511,Slides,3.9,Women,Flipkart,999,148,22,80,20,26,4,18,0
7145,Women Pink Heels Sandal,3.8,Women,Flipkart,999,1280,135,574,290,172,94,150,0
17837,Women Pink Bellies Sandal,3.7,Women,Flipkart,899,196,23,84,42,28,13,29,1
17209,Women Black Wedges Sandal,4.3,Women,Flipkart,3299,96,11,54,29,6,5,2,1
1657,Women Brown Wedges Sandal,4.1,Women,Flipkart,269,753,126,374,205,90,42,38,1
3384,Jutis For Women  (Multicolor),3.9,Women,Flipkart,699,177,32,83,32,34,10,18,0
11526,ALICE Running Shoes For Women  (Blue),4.4,Women,Flipkart,1299,377,51,253,77,17,9,21,0
16394,Men Multicolor Sandal,4,Men,Flipkart,998,334,42,181,62,39,17,35,1
18417,Women Copper Flats Sandal,4,Women,Flipkart,999,577,60,314,117,55,36,55,1
20418,NRGY Resurge Running Shoes For Women  (Black),4.2,Women,Flipkart,3999,721,106,400,187,60,32,42,1
5176,Alessa Running Shoes For Women  (Grey),4.4,Women,Flipkart,2299,144,23,91,36,9,3,5,1
555,Slippers,3.4,Men,Flipkart,1183,27,4,9,7,6,4,5,0
10989,Slippers,3.6,Men,Flipkart,499,261,39,122,37,30,19,53,0
14880,Women Tan Heels Sandal,4,Women,Flipkart,999,228,38,133,35,23,12,25,1
1800,ENERGY RUNNER LP Running Shoes For Women  (Grey),4.5,Women,Flipkart,2499,118,20,84,22,9,2,3,1
17094,GEL CONTEND 4B+ Running Shoes For Men  (Black),4.2,Men,Flipkart,3499,3773,500,2173,912,327,122,239,1
5013,"Women Grey, Orange Sports Sandal",4.3,Women,Flipkart,799,212,41,123,59,12,9,9,1
9176,Women Black Heels Sandal,4.1,Women,Flipkart,999,1396,212,796,270,153,54,122,1
16519,Running Shoes For Men  (White),4.2,Men,Flipkart,2699,15844,2084,8679,4049,1497,538,1081,1
12873,Slides,4.1,Men,Flipkart,599,751,78,383,185,92,42,49,1
9013,RC3548 001 Casuals For Men  (Black),4.1,Men,Flipkart,4595,186,29,102,41,19,6,18,1
13103,Slides,4.1,Women,Flipkart,499,154,16,77,38,22,4,13,0
6344,Latest Collection Sneakers For Women  (Green),4.1,Women,Flipkart,999,33908,4611,18495,7521,3980,1449,2463,1
20034,Women Gold Wedges Sandal,3.9,Women,Flipkart,999,925,167,455,185,127,54,104,0
5940,Women Multicolor Flats Sandal,4.1,Women,Flipkart,499,1216,171,655,253,166,59,85,0
19000,Incite FS Jelly Wn s Running Shoes For Women  (Pink),4.1,Women,Flipkart,4999,12,3,6,3,2,0,1,1
17586,Flip Flops,4,Men,Flipkart,1099,31,5,17,7,2,0,5,1
8862,Slip On Sneakers For Women  (Grey),4.2,Women,Flipkart,899,122,19,68,26,16,1,10,0
1050,Bellies For Women  (Red),3.9,Women,Flipkart,999,98,11,45,24,12,4,13,0
8823,Womens Comfort Stylish Trending Printed Slippers (Pack Of 4) Flip Flops,3.8,Women,Flipkart,499,10733,1546,4769,2205,1697,815,1247,0
15413,Women Gold Wedges Sandal,4,Women,Flipkart,499,210,35,102,45,35,8,20,0
3096,Slippers,4,Men,Flipkart,299,23597,2749,11250,6100,3007,1242,1998,1
9433,ASWEERUN Running Shoes For Women  (Multicolor),,,Flipkart,4999,158,20,107,34,9,1,,1
12871,Women Black Heels Sandal,4.1,Women,Flipkart,999,2563,467,1479,485,281,113,205,1
12540,Sneakers For Men  (Navy),4,Men,Flipkart,2099,6097,932,3041,1520,701,278,557,1
2963,Pure Leather Punjabi Jutis For Men  (Black),3.6,Men,Flipkart,1999,71,5,32,9,11,5,14,0
11967,Women Copper Flats Sandal,4.1,Women,Flipkart,999,414,55,218,99,58,17,22,1
4236,Women Blue Flats Sandal,4.2,Women,Flipkart,599,3414,475,1881,813,424,125,171,1
17353,Navy blue Women Home| Girls Casual Chappals| Bathroom Footwear| Perfect Flipflops For Daily Wear| Walking Sleepers Slides,3.7,Women,Flipkart,499,6,0,3,0,1,2,0,0
5905,Slippers,3.7,Women,Flipkart,499,81,11,36,13,15,4,13,0
13596,Cosco Blue Light Weight With EVA Sole Running Shoes For Men  (Blue),4,Men,Flipkart,999,8011,927,4513,1261,956,459,822,1
394,Women Brown Wedges Sandal,4.1,Women,Flipkart,2670,14,0,7,3,2,1,1,0
16802,1258 red shoes Casuals For Men  (Red),3.7,Men,Flipkart,499,95,11,51,9,9,5,21,0
10281,Women Silver Heels Sandal,4.1,Women,Flipkart,1799,785,134,402,186,103,34,60,1
8413,Women party wear boots Boots For Women  (Blue),3.8,Women,Flipkart,999,20,1,12,2,1,0,5,0
8791,Women Beige Wedges Sandal,3.9,Women,Flipkart,999,18,2,9,4,1,2,2,0
6727,SL-138 Casuals For Women  (White),4.1,Women,Flipkart,625,368,68,204,79,52,10,27,1
20572,Vigor X Mu Idp Running Shoes For Women  (Blue),4.3,Women,Flipkart,3999,185,20,112,40,22,5,6,1
18357,Women Black Flats Sandal,4.1,Women,Flipkart,999,375,50,177,107,53,16,22,1
509,EEZAY MAXOUT M Flip Flops,3.5,Men,Flipkart,657,8519,987,4504,1012,835,1155,1034,0
7945,"Shark casual shoes Casuals For Women  (Black, White)",4.1,Women,Flipkart,999,341,59,178,90,38,13,27,1
4242,Women Red Flats Sandal,4,Women,Flipkart,299,85,10,43,18,8,10,5,0
13666,Women Maroon Heels Sandal,4.2,Women,Flipkart,999,617,94,351,132,65,21,48,1
10176,DOCTOR EXTRA SOFT Ortho-Care Diabetic Orthopaedic Comfort Dr Slippers and Flipflops For Women's and Girl's Flip Flops,4.1,Women,Flipkart,599,22388,2911,11324,6120,2743,917,1284,1
922,Boots For Women  (Blue),3.8,Women,Flipkart,1580,46,11,15,9,5,4,9,0
20814,ENERGY RUNNER Running Shoes For Men  (White),4.3,Men,Flipkart,2499,59,4,38,13,2,2,4,1
20273,Concave Pro X IDP Running Shoes For Women  (Grey),4.3,Women,Flipkart,3499,1385,211,,350,120,31,,0
17133,"Combo pack of 2 casual, loafer and sneaker shoes for men Loafers For Men  (Multicolor)",4,Men,Flipkart,998,461,64,241,89,60,32,39,1
15485,Walking Shoes For Women  (Grey),4.4,Women,Flipkart,999,1944,345,1207,535,121,38,58,0
8300,Comet IPD Peacoat-Turkish Sea Running Shoes For Men  (Blue),4,Men,Flipkart,3499,4572,560,2251,1223,488,202,408,1
4796,Women Brown Bellies Sandal,3.6,Women,Flipkart,499,272,48,105,59,53,14,41,1
807,GENESISRUNNERLP Walking Shoes For Women  (Grey),4.4,Women,Flipkart,3573,470,63,195,218,30,10,19,1
14138,DRAGON LADIES Running Shoes For Women  (Grey),4.1,Women,Flipkart,1699,366,35,196,83,36,18,33,1
14198,morpankh Design Rajasthani Belly Juti for Women and Girls Outdoors For Women  (Yellow),4,Women,Flipkart,499,66,11,35,16,7,3,6,0
11049,Men Synthetic Leather Chappal (Coffee) Slides,4,Men,Flipkart,900,22043,2481,12210,3765,2528,1223,2317,1
12603,Leather Design Stylish Look Boots Shoes Boots For Women  (White),4.2,Women,Flipkart,1399,14908,2466,8672,3134,1589,575,944,1
20417,Synthetic Leather Casual Partywear New Stylish Boots Shoes For Women's And Girls Boots For Women  (Black),4.2,Women,Flipkart,1399,1256,182,791,212,114,43,96,1
9312,Tan Synthetic Leather Formal Shoes Lace Up For Men  (Tan),4.1,Men,Flipkart,999,2310,331,1287,441,285,119,178,0
5492,KAYAAR Men's Tan Patent Ethnic Juttis/Nagra/Mojaris for Men and Boys Ethnic Mule For Men  (Tan),4.3,Men,Flipkart,1499,3,0,2,0,1,0,0,1
6511,"Party Casual Shoes, Outdoor Boots ,Best Rates, Canvas Shoes,Sneakers Shoes , Loafers Shoes, Trendy Shoes, Trekking Shoes, Sports Shoes ,Top Rated, Best Rates,Light Weight, Juta, Walking Shoes, Rain Shoes, Slip On, Suj, Waterproof, Rainy Shoes, Comfortable For Women'S/Girls'S (Whit-1254) Sneakers For Women  (White)",3.8,Women,Flipkart,499,127,15,63,22,13,8,21,1
8071,GEL-EXALT 5 Running Shoes For Women  (Pink),4.2,Women,Flipkart,6499,56,8,28,19,5,1,3,1
16034,GUIDE STRIDE RUN LP Running Shoes For Men  (Blue),4.3,Men,Flipkart,2799,5149,675,2882,1448,427,161,231,1
13357,Silvar Nag Juti Jutis For Women  (Silver),3.9,Women,Flipkart,499,58,5,34,8,3,3,10,0
7088,Women Blue Sports Sandal,4,Women,Flipkart,1299,66,10,32,18,8,3,5,1
7694,Women Black Heels Sandal,4.9,Women,Flipkart,999,12,2,11,1,0,0,0,0
1986,Women Red Heels Sandal,3.7,Women,Flipkart,699,125,20,49,28,22,9,17,0
17129,Sneakers For Women  (White),5,Women,Flipkart,999,11,1,12,0,0,0,0,0
8119,Women Black Heels Sandal,4,Women,Flipkart,999,635,75,325,144,82,24,60,1
17122,"Boots, Outdoors, Boat Shoes Casuals For Men  (Tan)",3.9,Men,Flipkart,999,36349,5290,18111,6424,4830,2395,4589,1
11802,Women Blue Bellies Sandal,4.3,Women,Flipkart,999,45,8,26,11,6,0,2,0
3059,"Jutis For Women  (Brown, Yellow)",3.8,Women,Flipkart,999,1359,234,598,285,212,105,159,1
13192,Perfect Stylish Girls High Ankle Boots For Women  (Grey),4.2,Women,Flipkart,999,693,107,427,116,72,20,58,1
7120,Slippers,3.9,Men,Flipkart,499,668,104,334,119,97,52,66,1
10165,Men Black Sandal,3.8,Men,Flipkart,799,285,37,144,45,42,15,39,0
6401,Slides,3.7,Women,Flipkart,499,450,68,204,72,73,39,62,1
4969,Boots For Men  (Tan),4,Men,Flipkart,1999,303,35,160,61,35,20,27,0
329,Flip Flops,3.9,Women,Flipkart,637,366,47,141,85,78,21,52,1
6273,Derby For Men  (Brown),4,Men,Flipkart,5399,173,19,90,38,18,7,20,1
20767,Sneakers For Women  (Red),4,Women,Flipkart,499,5371,808,2753,1102,694,306,516,1
3090,Boots For Women  (Brown),3.9,Women,Flipkart,1699,180,25,91,28,31,8,22,0
14579,Men's Marshmello (Orange) Slides,4,Men,Flipkart,499,622,75,343,95,79,38,67,1
18980,Denim Stylish Premium college Sneakers for girls Canvas Shoes For Women  (Blue),4.2,Women,Flipkart,499,215,38,122,49,18,8,18,1
12323,Men-1227 Casual Loafer Sneakers Shoes Sneakers For Men  (Black),3.9,Men,Flipkart,499,24981,2702,13788,3402,2867,1707,3217,1
18810,Flip Flops,4.1,Women,Flipkart,1497,97,8,53,19,16,4,5,0
17398,Slippers,,Women,Flipkart,799,938,111,487,223,119,50,,1
5834,Amazon Brand - House & Shields Men's Canvas Sneakers,4.5,Men,Amazon,399,63,34,2,2,7,16,73,0
16580,"Women Black, Beige Flats Sandal",4.1,Women,Flipkart,1798,353,48,183,84,43,13,30,1
13150,Sports Mesh Running Shoes For Women  (Green),4,Women,Flipkart,899,937,130,448,257,101,42,89,1
17130,Peacock Feather Design Jutis For Women  (Navy),3.7,Women,Flipkart,799,3,0,1,1,0,1,0,0
343,"Mesh Running Shoes ,Cricket Shoes , Badminton Shoes , Volly Ball Shoes , Sports Shoes For Mens And Boys? Running Shoes For Men Canvas Shoes For Men Walking Shoes For Men Running Shoes For Men  (Black)",3.6,Men,Flipkart,945,658,64,100,75,26,57,176,1
15363,Slip On For Men  (Navy),4.1,Men,Flipkart,6195,40,5,23,6,5,2,4,1
31,Juti For Men Jutis For Men  (Gold),3.9,Men,Flipkart,1130,95,9,30,10,11,5,9,0
10693,Slides,4.9,Women,Flipkart,499,9,1,8,1,0,0,0,0
16963,Boots For Women  (Black),3.9,Women,Flipkart,999,70,10,38,12,5,5,10,0
15850,Surfer Boots For Men  (Black),4,Men,Flipkart,2849,285,35,150,56,33,21,25,1
10133,Perfect Stylish Girls High Ankle Boots For Women  (Black),4.2,Women,Flipkart,1499,139,21,86,26,10,7,10,1
6309,Women Silver Bellies Sandal,3.9,Women,Flipkart,1499,44,8,23,7,7,0,7,1
8527,Women Red Wedges Sandal,4,Women,Flipkart,1299,5627,742,3122,962,627,341,575,0
19152,For Men  (Maroon),3.9,Men,Flipkart,799,24,2,13,3,3,2,3,0
17648,"Walking shoes,Sports,Casual Sneakers Casuals For Men Sneakers For Men  (Green)",4.4,Men,Flipkart,999,24,4,16,5,1,0,2,0
10526,Bk Mojaris For Men  (Brown),3.3,Men,Flipkart,999,6,1,2,1,1,1,1,0
20386,Fire run IDP Running Shoes For Men  (Grey),4.3,Men,Flipkart,2999,142,21,95,22,10,5,10,1
10110,Designer Jaipuri Silk Jutti Rajasthani Mojari for Women and Girls Bellies For Women  (Multicolor),3.9,Women,Flipkart,899,12,1,8,1,0,0,3,0
17442,Combo Pack of 2 Latest Collection Stylish Casual Shoes Sneakers For Men  (Multicolor),3.7,Men,Flipkart,998,3060,383,1443,527,416,215,459,1
20870,Corporate Loafers Slip On For Men  (Brown),4,Men,Flipkart,799,562,80,269,158,68,27,40,0
11243,Women Pink Flats Sandal,3.7,Women,Flipkart,299,2530,342,1106,523,365,186,350,1
4366,Women Tan Flats Sandal,4.2,Women,Flipkart,999,1358,195,758,331,126,57,86,1
10037,Incite FS Jelly Wn s Running Shoes For Women  (Black),4.1,Women,Flipkart,4999,12,3,6,3,2,0,1,1
1388,Women Shoe Platform Strap Adjustable Buckle Wrap Plain Ballet Flat Bellies for Women Bellies Bellies For Women  (Maroon),4,Women,Flipkart,799,26,4,16,2,3,1,4,0
5963,Women Beige Heels Sandal,4,Women,Flipkart,1299,70,13,36,13,7,9,3,0
7414,0160 Slip On For Men  (Black),3.8,Men,Flipkart,999,275,51,127,55,38,25,30,0
6308,Women Beige Flats Sandal,4.2,Women,Flipkart,999,1267,181,701,309,130,53,75,1
16837,"Men Black, Red Sandal",4,Men,Flipkart,899,51406,8022,25514,13216,6042,2271,4363,1
19290,Royal Leather Handcrafted Ethnic Jutis For Men  (Brown),3.4,Men,Flipkart,999,11,1,2,3,4,1,1,0
3582,"Women Black, Blue, Red Flats Sandal",4,Women,Flipkart,899,778,80,422,134,100,42,79,0
2556,Women Gold Wedges Sandal,,,Flipkart,499,605,57,,109,89,52,,0
13510,"Men SM-397 Black Red Running Shoes For Men  (Red, Black)",4.2,Men,Flipkart,1049,19512,3085,10361,5710,1868,557,1016,1
5893,Women Black Wedges Sandal,4.2,Women,Flipkart,2495,13,1,4,7,2,0,0,1
13487,Bellies For Women  (Red),4.1,Women,Flipkart,699,2273,286,1204,489,269,128,183,0
15973,Casuals For Men  (Orange),3.9,Men,Flipkart,999,4732,487,2545,672,585,337,593,1
6692,Boots For Women  (Black),4.5,Women,Flipkart,999,53,8,36,10,5,0,2,0
13844,Party Wear Tie Bellies For Women  (Silver),4,Women,Flipkart,599,1523,215,771,365,180,83,124,1
15616,"Perfect Stylish,Trending High Ankle Boots For Women Boots For Women  (Tan)",4.2,Women,Flipkart,999,294,55,177,51,37,8,21,0
12198,women comfortable Tie Lycra Bellies For Women  (Maroon),3.9,Women,Flipkart,715,287,46,142,56,36,27,26,1
6159,Men Black Sandal,4,Men,Flipkart,999,683,87,318,193,80,37,55,1
19871,"Shoes For Women's/Ladies/Female/Girls Trendy Fashionable Lightweight Comfortable Partywear, Casual wear Lace-UpCasual Stylish Boots/ Boots For Women  Boots For Women  (Pink)",4.1,Women,Flipkart,999,15,3,9,3,1,0,2,0
2725,"Combo Pack of 2 Casual Shoes Slip On Sneakers For Women  (Blue, Pink)",3.8,Women,Flipkart,999,79,10,35,22,7,4,11,1
16158,Bellies For Women  (Black),4.2,Women,Flipkart,1499,60,12,35,12,6,3,4,1
470,Women Beige Sports Sandal,4.3,Women,Flipkart,3288,334,20,138,58,11,12,15,1
2702,"Combo Pack of 2 Casual Shoes Loafers For Men High Tops For Men  (Brown, Black)",3.9,Men,Flipkart,998,325,42,173,48,50,18,36,1
15632,Flip Flops,3.8,Men,Flipkart,998,80,12,40,9,16,4,11,1
12542,Running Shoes For Men  (Navy),4.3,Men,Flipkart,1749,86,11,47,23,11,3,2,0
10437,Latest Ethinic Juttis Shoes for Men's. Jutis For Men  (Tan),4.8,Men,Flipkart,999,4,0,3,1,0,0,0,0
4611,Women Pink Wedges Sandal,4.3,Women,Flipkart,1099,160,23,89,40,14,7,6,0
16822,"101 loafer Loafers For Men  (Black, Yellow)",3.8,Men,Flipkart,999,402,57,192,77,49,29,55,0
19294,Slides,4,Women,Flipkart,499,211,27,111,42,23,12,23,0
11324,Combo(BR)-1077-349 Sneakers For Men  (Red),4,Men,Flipkart,998,53411,6835,29514,8244,6531,3212,5910,1
6970,Women Beige Heels Sandal,4.3,Women,Flipkart,999,601,101,337,170,41,24,29,1
10175,Women Black Flats Sandal,3.9,Women,Flipkart,699,2623,338,1341,486,331,177,288,1
14822,Combo Pack of 3 Casual Shoes Sneakers For Men  (Multicolor),3.9,Men,Flipkart,1497,5857,772,2982,1048,793,360,674,1
1833,ARYA - DIFFERENT EDGE Bellies For Women  (Navy),,Women,Flipkart,4299,166,24,94,39,12,6,15,1
9640,Slippers,4.3,Women,Flipkart,399,76,10,49,16,4,2,5,1
9476,Slippers,4.1,Women,Flipkart,599,87,7,49,13,11,9,5,1
2194,Rexine Punabi Jutis Jutis For Women  (Multicolor),2.5,Women,Flipkart,460,11,1,2,1,2,2,4,0
5673,Women Tan Flats Sandal,3.9,Women,Flipkart,999,162,22,80,33,22,10,17,1
17385,Women Grey Heels Sandal,4.1,Women,Flipkart,1299,1253,196,716,238,104,71,124,1
641,FLYER RUNNER Running Shoes For Women  (Grey),4.2,Women,Flipkart,4142,215,28,152,35,10,8,25,1
9098,AVENGER FLIP Flip Flops,4.1,Men,Flipkart,799,638,62,327,171,70,27,43,1
13575,Women_Classic Flip Flops,4.3,Women,Flipkart,499,917,131,529,232,89,25,42,1
20579,Elasto Sports Casuals For Women  (Pink),,,Flipkart,1299,75,15,,11,13,12,,1
6887,1010 Jutis For Men  (Tan),3.7,Men,Flipkart,999,19,2,5,7,4,2,1,1
18403,Classy Stylish Ethnic Jutis Jutis For Men  (Tan),4.2,Men,Flipkart,999,49,8,32,6,2,5,4,0
17460,Women Gold Heels Sandal,4,Women,Flipkart,999,871,164,437,216,97,39,82,1
12092,Rive Slipon Wn's MU IDP Running Shoes For Women  (Black),4.3,Women,Flipkart,3999,538,75,320,133,45,10,30,1
7170,Slides,4,Men,Flipkart,999,654,70,375,86,67,47,79,0
13416,Canvas Shoes For Men  (White),4.1,Men,Flipkart,1499,233,30,132,42,27,13,19,1
14954,Women Purple Flats Sandal,4.1,Women,Flipkart,499,1637,244,932,273,183,91,152,0
316,Men Black Sandal,3.8,Men,Flipkart,1829,95,15,,2,3,2,,0
5764,Boots For Women  (White),3.9,Women,Flipkart,649,363,66,183,76,35,21,48,0
10121,Smart Casuals Canvas Shoes Combo pack of 2 Sneakers For Men  (Multicolor),4,Men,Flipkart,998,7276,1015,3807,1360,957,438,714,1
14026,Running Shoes For Men  (Multicolor),3.5,Men,Flipkart,1299,18,1,10,1,0,2,5,0
6659,Leather Design Stylish Look Boots Shoes Boots For Women  (Brown),4.2,Women,Flipkart,1399,14908,2466,8671,3132,1586,575,944,1
3665,"Women Black, Off White, Brown Sports Sandal",4.2,Women,Flipkart,1199,64,10,34,18,4,2,5,0
13956,Running Shoes For Men  (Black),4,Men,Flipkart,999,2092,297,1148,349,258,107,230,1
20288,Latest morpankh Design Rajasthani Belly Juti for Women and Girls Bellies For Women  (Black),4,Women,Flipkart,799,188,27,102,31,20,14,19,0
